,precision,recall,ndcg
0,0.0006376195536663126,0.0012752391073326253,0.0009687817492589926
10,0.0968384697130712,0.19694115513722316,0.19712421842748584
20,0.1027364505844846,0.2087109711047012,0.20651853628244635
30,0.10385228480340063,0.21103077610782184,0.21080213956566446
40,0.1048087141339001,0.2130262891554071,0.20906085955987314
50,0.10433049946865038,0.2117061383533222,0.20762445877948657
60,0.10435706695005316,0.212184774724626,0.20725298378747675
70,0.1048087141339001,0.212987070492384,0.20809816523059652
80,0.10425079702444208,0.21186533238871177,0.20844715574036862
90,0.10292242295430394,0.20899604439721334,0.20421897085733998
100,0.10249734325185973,0.20785912487559674,0.20270340650981938
110,0.10284272051009566,0.20899773122142942,0.2029426865811151
120,0.10356004250797025,0.21021688342357844,0.2047209799654705
130,0.10300212539851222,0.2090065870485637,0.2002740863685842
140,0.1022848034006376,0.20745513047585312,0.1998547692509502
150,0.10151434643995748,0.20596650810519035,0.1983477270247202
160,0.10178002125398512,0.20635595364607048,0.19925780350965447
170,0.10318809776833157,0.20939750856063288,0.200272532717701
180,0.1026833156216791,0.2083936372990571,0.1990558805116016
190,0.10363974495217851,0.21007350336521433,0.19873788509428583
200,0.10167375132837406,0.20659463927264138,0.19625567292044935
210,0.10249734325185973,0.207589443854056,0.19855908066313513
220,0.10260361317747077,0.20806765851930573,0.1989195544261121
230,0.10143464399574921,0.2057619806689945,0.19539053506348372
240,0.10363974495217852,0.209887320142368,0.19913410563002074
250,0.10374601487778957,0.20988732014236797,0.19845431147222822
260,0.10263018065887355,0.20768221918593863,0.1968979476295549
270,0.1035334750265675,0.20971315554206102,0.19742653692363105
280,0.10276301806588738,0.2081444090211359,0.19594766911052067
290,0.10417109458023377,0.21095887522561274,0.19883234463012517
300,0.10220510095642935,0.20750889799773972,0.1923466656627779
310,0.10369287991498406,0.21028056103773426,0.19461209531803753
320,0.1020988310308183,0.20675467672013903,0.19166354530971194
330,0.10199256110520721,0.2064689708685458,0.19253101092902464
340,0.1032412327311371,0.20923578428891929,0.19447842251563946
350,0.10278958554729013,0.20848578007185875,0.1938026716524064
360,0.10302869287991501,0.20908523522763692,0.19508624689988507
370,0.10318809776833156,0.20917737800043854,0.19535436528006112
380,0.10326780021253988,0.20973634937503166,0.1959346868904086
390,0.10363974495217852,0.21040391005853284,0.19430208811514374
400,0.10393198724760892,0.21083573705784125,0.19491155785999406
410,0.10390541976620615,0.21015552519271966,0.19379756033371798
420,0.10154091392136026,0.20565971695089655,0.19278612683995652
430,0.10332093517534538,0.2093473255402055,0.19625738795115574
440,0.10310839532412328,0.20814968034681108,0.19421241677779835
450,0.10300212539851221,0.20857834455071436,0.19547871251773477
460,0.1035069075451647,0.20928385877907668,0.19685736106863216
470,0.10324123273113708,0.2095347738812138,0.19596289299027012
480,0.102577045696068,0.20801241502623014,0.19303172458028034
490,0.10302869287991497,0.2089066427137628,0.19491915706288068
500,0.10510095642933052,0.21303957289610853,0.19840590085310966
