,precision,recall,ndcg
0,0.0005844845908607865,0.0011822529224229546,0.0009485922384439641
10,0.10823591923485652,0.2197025285494999,0.21933655319297096
20,0.11753453772582358,0.23843724170504196,0.23695716239883993
30,0.11822529224229543,0.2401987078926505,0.2421196556166514
40,0.12037725823591924,0.24462366951739964,0.24404559271722254
50,0.12045696068012751,0.24466499671069278,0.2437732380406781
60,0.12037725823591926,0.24469114248604154,0.2437608735598362
70,0.12008501594048884,0.24410328424674865,0.24190582110457087
80,0.12066950053134964,0.24565684934972928,0.24280382152832258
90,0.11936769394261423,0.2429513941602146,0.23978703230075102
100,0.11899574920297556,0.24231756996103437,0.2397619535458796
110,0.12048352816153027,0.2447818092876541,0.24053202063576795
120,0.1201115834218916,0.24429916670883728,0.24310151681087724
130,0.11793304994686504,0.24020187068805565,0.23669162944505154
140,0.11697662061636556,0.23807562876372657,0.23476485901795627
150,0.11644527098831031,0.23708672806706815,0.23377189107237112
160,0.11769394261424015,0.2397306141726971,0.23463993059860488
170,0.11671094580233796,0.2375834977986944,0.23465356299925497
180,0.11766737513283741,0.23968886527334987,0.2347627531711648
190,0.11772051009564294,0.23987272911289917,0.2328256076209333
200,0.11705632306057387,0.23827066781370715,0.23286097772667289
210,0.11668437832093517,0.23778907950002534,0.23432377660975517
220,0.11604675876726886,0.23633693470303455,0.23329864630381933
230,0.11612646121147714,0.23671689185769954,0.23217119197524907
240,0.11695005313496279,0.23847624951503807,0.2344646451793259
250,0.11671094580233796,0.2373975254288751,0.23417161058705788
260,0.11445270988310308,0.23334661707403473,0.23067265842311024
270,0.11490435706695006,0.23413330971779434,0.22986053867196876
280,0.11532943676939425,0.2351059747313732,0.2324955478813687
290,0.11620616365568542,0.23676686402509992,0.2330245279998404
300,0.11517003188097769,0.2345229661117015,0.23254456690706837
310,0.11535600425079703,0.23521203380395728,0.23326942045838628
320,0.11679064824654624,0.23802375891908303,0.23380765845395182
330,0.11562167906482466,0.23478189362886495,0.23158845193570693
340,0.11522316684378323,0.2346595988732014,0.23136617412256122
350,0.11511689691817212,0.2343348852116121,0.2298682356539283
360,0.11551540913921361,0.2348145758480509,0.2310619230185481
370,0.11532943676939426,0.23429060607594082,0.2312705735537269
380,0.11538257173219978,0.23449808545451484,0.23111220321964301
390,0.11519659936238044,0.2346752019971999,0.22923414552695676
400,0.11633900106269923,0.23665363594959776,0.2323553399524483
410,0.11588735387885228,0.23620789265050693,0.2321681571872383
420,0.11668437832093521,0.23764991650220135,0.23420425154832603
430,0.115807651434644,0.23593947674712823,0.23415228115986805
440,0.11612646121147716,0.23655411332085086,0.23307662762142756
450,0.11503719447396388,0.23429650996069695,0.2310591389099052
460,0.11540913921360253,0.23496934196987332,0.23208563357031714
470,0.11644527098831031,0.23713606767538753,0.23499009235650545
480,0.11649840595111584,0.2369568426024324,0.23408028600227263
490,0.11477151965993622,0.23375630450550744,0.23055376851946977
500,0.11586078639744951,0.2356845554374779,0.2351417814464135
