,precision,recall,ndcg
0,0.0005844845908607865,0.001168969181721573,0.000908572831895188
10,0.007731137088204039,0.01611591856012685,0.014006263041838225
20,0.003905419766206164,0.008170133090430647,0.007152796584463765
30,0.003772582359192349,0.0076210718081068775,0.006534552913630162
40,0.003002125398512221,0.006204139466626184,0.005365503508338097
50,0.002948990435706695,0.00589798087141339,0.004916976258091884
60,0.002975557917109458,0.0065533120793482115,0.004875091509724127
70,0.002656748140276302,0.0054830221142654735,0.004399453168173912
80,0.002391073326248672,0.004827690906330651,0.0038636195690492873
90,0.002444208289054198,0.00491118870502505,0.0037039235034257464
100,0.002577045696068013,0.005199635645969335,0.004406684436582617
110,0.002842720510095643,0.0057082131471079415,0.004856198728337249
120,0.0029755579171094585,0.006186427812357675,0.005419054621765652
130,0.002948990435706696,0.005920752998330046,0.004956787273677483
140,0.003055260361317748,0.006824047366023988,0.005548164824220991
150,0.0026567481402763014,0.005336268407469257,0.0045949815470252555
160,0.002869287991498406,0.005738575982996813,0.004801295928004233
170,0.0028692879914984067,0.0057613481099134676,0.004995485927619193
180,0.0028692879914984063,0.005761348109913466,0.0047972523502779075
190,0.0028692879914984063,0.00578412023683012,0.005082062533270376
200,0.0026567481402763023,0.005437477860432165,0.004368840612027451
210,0.0026833156216790654,0.005513384950154345,0.004450760595653063
220,0.0026301806588735393,0.0052603613177470785,0.0043828230322245304
230,0.0026833156216790654,0.005419766206163656,0.00482541068884938
240,0.0026036131774707766,0.005207226354941553,0.004095536125057586
250,0.0027364505844845914,0.0055968827488487435,0.004570893749267677
260,0.0025504782146652505,0.0052249380092100626,0.0037384307581720786
270,0.0026301806588735393,0.005384342897626639,0.004509568355464509
280,0.0024973432518597244,0.0051186680835990095,0.0034315149976663264
290,0.002736450584484591,0.005596882748848744,0.004399394107034244
300,0.002523910733262487,0.005171803046404535,0.0037802919629161542
310,0.0024707757704569614,0.005065533120793483,0.004061681107991659
320,0.002630180658873539,0.005407115024543294,0.004414035160546824
330,0.0025770456960680127,0.005300845098932241,0.004442770787126631
340,0.002470775770456961,0.005065533120793482,0.0037353127171483626
350,0.0026036131774707758,0.005229998481858207,0.004092775228782577
360,0.0024442082890541975,0.005035170284904609,0.003885613522488715
370,0.002577045696068013,0.005756287637265322,0.004210859187219719
380,0.0024973432518597244,0.005472901168969182,0.004118686536922397
390,0.0023379383634431457,0.004675876726886291,0.0032020387682531975
400,0.002603613177470775,0.005229998481858204,0.004266567623095752
410,0.002577045696068013,0.005154091392136026,0.00393124368725418
420,0.00255047821466525,0.005579171094580235,0.004242907538953511
430,0.00255047821466525,0.0051009564293305,0.003948772566149762
440,0.00255047821466525,0.0051009564293305,0.004079227331440255
450,0.0024707757704569614,0.004947455425670093,0.003976222012672381
460,0.002523910733262486,0.005047821466524973,0.004105707837285415
470,0.002763018065887354,0.00565001771165427,0.004690059743973433
480,0.0025239107332624875,0.005171803046404536,0.003919654262445149
490,0.002577045696068013,0.005154091392136026,0.0041033168230945145
500,0.002417640807651435,0.00483528161530287,0.0034943552663880104
