,precision,recall,ndcg
0,0.0006907545164718385,0.0013815090329436772,0.001020553886243946
10,0.07510626992561105,0.15325599244302746,0.12443240317353134
20,0.04096705632306058,0.08415228649022485,0.06404277784040595
30,0.02351222104144527,0.04986610832785114,0.03742689476521587
40,0.01910201912858661,0.04075430561881146,0.031205074140061264
50,0.01418703506907545,0.030136801443921533,0.02313511967808524
60,0.012832093517534537,0.028024897525428877,0.02161770497091919
70,0.011211477151965993,0.023889858812813115,0.01864879607235587
80,0.010069075451647183,0.02194537219776327,0.0173745195150047
90,0.009750265674814029,0.020822158122902015,0.015868188318102626
100,0.0096971307120085,0.02141402256970801,0.015885968104582596
110,0.008846971307120087,0.019512971678221417,0.015093525712415809
120,0.008315621679064826,0.017487939206855253,0.01389473146690622
130,0.008235919234856535,0.017204552738559115,0.013386293529589534
140,0.008235919234856537,0.018006005094209136,0.014408966574166899
150,0.007093517534537727,0.015203135806217636,0.011633634876216601
160,0.007173219978746013,0.014946316819324257,0.012086262978236046
170,0.0068278427205100975,0.014175859858644132,0.011437072547112424
180,0.0066684378320935175,0.013644510230588873,0.010996076500645366
190,0.006429330499468651,0.01344525412006815,0.011148927940848055
200,0.006190223166843784,0.012961135570062246,0.01025601679644714
210,0.006110520722635495,0.012509488386215276,0.010330102029723088
220,0.006376195536663123,0.013046741899026703,0.011065335728069699
230,0.005605738575982997,0.011417269706323906,0.009378668459877473
240,0.006004250797024441,0.012639373850851,0.01035420806433014
250,0.006615302869287991,0.013648938144155997,0.010636626361907736
260,0.006349628055260361,0.01353676433378878,0.010634423343745106
270,0.005951115834218916,0.012533103925239953,0.010448260582194169
280,0.005658873538788524,0.011955999190324378,0.009958245093617701
290,0.005499468650371944,0.011293288126444343,0.009346892489973497
300,0.005924548352816152,0.012150827387277973,0.009953008433216736
310,0.005818278427205101,0.01213754364657659,0.010244425543603374
320,0.0058182784272051,0.011938287536055867,0.009682295596459492
330,0.005871413390010628,0.012243813572187644,0.00951870060726288
340,0.006137088204038257,0.012474065077678257,0.010203435565564203
350,0.006269925611052072,0.012739739891705884,0.01083433404688469
360,0.0061105207226354935,0.012639373850851005,0.010600079554503131
370,0.006269925611052073,0.01295227974292799,0.010918290250569338
380,0.006030818278427205,0.01320024290268711,0.010849830520078547
390,0.00555260361317747,0.011612097903277501,0.009082331600667185
400,0.005366631243358131,0.011925003795354485,0.009003150790546494
410,0.005340063761955367,0.01092134338680566,0.00859557601234911
420,0.005977683315621679,0.01279287485451141,0.010365791198431376
430,0.005233793836344316,0.01070289965082739,0.008387351111860737
440,0.005233793836344315,0.010921343386805662,0.008930307491131866
450,0.005871413390010629,0.012639373850851005,0.01040672431452106
460,0.005712008501594049,0.011607037430629354,0.009656832945108702
470,0.00536663124335813,0.011145691007540105,0.009367682531631198
480,0.00528692879914984,0.010992190003879698,0.009003109572041866
490,0.0051806588735387885,0.01045641246225731,0.00857877138929298
500,0.004941551540913922,0.010527259079331344,0.00853044816442343
