,precision,recall,ndcg
0,0.0004782146652497344,0.0009623332152556383,0.0007631712303179758
10,0.06766737513283741,0.13827741511057132,0.13916811359776934
20,0.08047290116896919,0.16422182581853145,0.16618683893139943
30,0.08894792773645058,0.1812079348211123,0.18378765939196848
40,0.09620085015940488,0.1957888433446351,0.19644053845460205
50,0.10103613177470776,0.20545940657524078,0.20545646071642196
60,0.10409139213602549,0.21156992729787635,0.21156978938323828
70,0.10765143464399575,0.2191909991059832,0.2176502311874471
80,0.10967056323060577,0.22322925627920315,0.2223922633887179
90,0.11214133900106271,0.2282062311286541,0.2270098347255955
100,0.11394792773645056,0.23185546446704786,0.23069739603385683
110,0.11466524973432518,0.2333721302903025,0.2326653962245803
120,0.11609989373007437,0.2362186461548842,0.23526013104303597
130,0.11710945802337937,0.23827762596359836,0.23778533540270552
140,0.1185441020191286,0.24064213180844427,0.2401828512405003
150,0.11981934112646123,0.24370688055597725,0.2427538946940068
160,0.12035069075451647,0.24480563567970584,0.2445632358405931
170,0.12167906482465461,0.24696139702781575,0.2467121604657863
180,0.12279489904357066,0.2496712801308976,0.24857670227382206
190,0.12284803400637619,0.24930882377747418,0.24972116811922052
200,0.12412327311370883,0.25235080039809055,0.25225888131338375
210,0.12460148777895853,0.2532939459878886,0.2539708347599204
220,0.12608926673751325,0.2563049272135351,0.2562083180204642
230,0.12675345377258238,0.2576560734105899,0.25673728832355386
240,0.1272316684378321,0.2586125027410894,0.25773900102373504
250,0.12770988310308182,0.2595689320715888,0.2593995012807823
260,0.128028692879915,0.2602065516252552,0.2600475173152234
270,0.1288788522848034,0.2618271679908237,0.2607387696310394
280,0.1280818278427205,0.26023311910665786,0.26017476159734343
290,0.12962274176408078,0.26331494694937835,0.26227303174221406
300,0.1298884165781084,0.2638462965774337,0.26318804507872157
310,0.13052603613177471,0.26512153568476626,0.26439802278608365
320,0.1301806588735388,0.2644662044768315,0.26391766049743093
330,0.13065887353878852,0.2654395020494914,0.26487260194921636
340,0.13095111583421892,0.26608091695764385,0.2653120781627194
350,0.1315356004250797,0.26727265826628205,0.2664464200749044
360,0.13148246546227418,0.2671436162137543,0.2666712860855236
370,0.13177470775770456,0.2676483983604069,0.26726621754533986
380,0.1314558979808714,0.26722331865796267,0.26641203504544375
390,0.1315356004250797,0.2673869406069194,0.26606953470500094
400,0.13180127523910734,0.26795371354351166,0.26648954556620924
410,0.1319872476089267,0.2682674628476966,0.2670485625777708
420,0.13196068012752393,0.26822023176964727,0.26725381552314587
430,0.1318278427205101,0.26802835551507176,0.2667277347046957
440,0.13262486716259297,0.2695427019550293,0.26770218138868374
450,0.13206695005313496,0.2684268677361132,0.26789151341122985
460,0.13212008501594047,0.2685331376617243,0.268569525883069
470,0.13249202975557917,0.26931245044953855,0.2692708066836772
480,0.1324654622741764,0.2692820876136498,0.268993655896052
490,0.13286397449521783,0.2700622438135722,0.26920488916820967
500,0.13283740701381508,0.2700829074102188,0.2701564291766303
