,precision,recall,ndcg
0,0.0006110520722635496,0.0012280080292832688,0.0009221052464068811
10,0.06455897980871414,0.13187844744699154,0.10176806975279006
20,0.019527098831030817,0.04157853010137814,0.031660072492719175
30,0.0135759829968119,0.029251429583523104,0.022392211724836176
40,0.008793836344314557,0.018566030733937214,0.014823293394008464
50,0.007731137088204039,0.016597296020781676,0.013225875122714543
60,0.006695005313496279,0.01476034444950492,0.012145077317890432
70,0.006801275239107332,0.01489381441559975,0.011753812559629468
80,0.0056323060573857595,0.012333847814719226,0.010033149292961669
90,0.005313496280552603,0.01192584720746251,0.00904386165829136
100,0.00528692879914984,0.011955366631243362,0.009273643860501312
110,0.004994686503719448,0.010702899650827389,0.008265980749850625
120,0.004357066950053135,0.009410792301334276,0.007460810385850144
130,0.005074388947927737,0.010756878025740936,0.009094264632807245
140,0.004569606801275239,0.009959853583658048,0.008500497828756276
150,0.005021253985122211,0.011187018200833293,0.009464577038254447
160,0.005047821466524973,0.011855633149469495,0.009514355051742158
170,0.004729011689691817,0.010881492164701516,0.008709542128919253
180,0.004543039319872476,0.010733262486716261,0.007733715868357556
190,0.0041710945802337935,0.009799605283133447,0.007578564349361482
200,0.004171094580233794,0.009321390617883712,0.0070293112351636974
210,0.004808714133900106,0.010543494762410809,0.008417292366675046
220,0.004569606801275239,0.010880016193512473,0.008650323062854676
230,0.004436769394261423,0.010189261677040637,0.008089630384225544
240,0.004543039319872475,0.010614341379484842,0.008811182233974313
250,0.004835281615302869,0.010862304539243965,0.009139708645979705
260,0.004011689691817216,0.008311826324578718,0.006969707042005867
270,0.003931987247608927,0.008820403825717324,0.00683257886919466
280,0.0038788522848034,0.008289054197662061,0.006822269204424315
290,0.004171094580233794,0.009298618490967058,0.0071544437989859355
300,0.004543039319872476,0.009161985729467133,0.007168546012774727
310,0.00422422954303932,0.008720037784862442,0.006981032507394243
320,0.00456960680127524,0.009835872003778489,0.007816046087107372
330,0.005207226354941551,0.0116120979032775,0.0090067968894857
340,0.004011689691817216,0.008507497933640336,0.0062859707027834
350,0.004808714133900107,0.010118415059966602,0.008473328707650548
360,0.004277364505844846,0.00906161968861225,0.007041210134989824
370,0.0041710945802337935,0.00890221480019567,0.007466128040092426
380,0.004410201912858662,0.009108850766661606,0.007885475081775426
390,0.004383634431455898,0.0092513874129177,0.007270056844075492
400,0.004250797024442083,0.009458023379383635,0.007427706062399835
410,0.004091392136025505,0.009091982524501123,0.007019924813512052
420,0.004888416578108395,0.011422330178972049,0.008805764711932531
430,0.0042242295430393205,0.009646104279473038,0.007087217232849429
440,0.0042773645058448466,0.009469831148895973,0.007479052093478826
450,0.004436769394261424,0.009167889614223303,0.007692710684322903
460,0.003905419766206163,0.008801848759340787,0.007030316399589765
470,0.003852284803400638,0.007962653711856688,0.006788281195331263
480,0.004038257173219979,0.00860617715027917,0.007025670899227667
490,0.003666312433581297,0.007957593239208543,0.0061183315298867546
500,0.003825717321997874,0.00818109744783496,0.00656837636964856
