,precision,recall,ndcg
0,0.0006907545164718385,0.0013815090329436772,0.001020553886243946
10,0.06006907545164719,0.12294966516539312,0.12407494969392331
20,0.06790648246546227,0.13879843294030328,0.13844671641186226
30,0.07345908607863974,0.14986758429904018,0.15097588301508566
40,0.07858660998937303,0.1602525175851425,0.1618986128594614
50,0.08235919234856535,0.16784322655736048,0.1694509241762918
60,0.08631774707757706,0.17585332220029354,0.17645652982805934
70,0.08900106269925614,0.18121995344365166,0.18210970077648903
80,0.09179064824654623,0.1868345478467689,0.18717714669225494
90,0.09484590860786397,0.19296784069632106,0.19208299128540207
100,0.09662592986184912,0.1965219793195351,0.19607920429773876
110,0.09845908607863976,0.20018829175311642,0.19948772918384636
120,0.09978746014877789,0.2028450398933927,0.2024829765388845
130,0.10143464399574922,0.20613940758733534,0.2054277407159565
140,0.10284272051009564,0.20897833274294486,0.20833814092218522
150,0.10403825717321998,0.21136940606919352,0.21083858651702353
160,0.10547290116896918,0.2142614661876086,0.2137858022975296
170,0.10592454835281616,0.2151647605553026,0.21535754912212424
180,0.10759829968119022,0.2185158477135098,0.218068941986929
190,0.10866099893730076,0.22064124622573086,0.2197987744581571
200,0.10982996811902232,0.222979184589174,0.22207107985839725
210,0.11044102019128585,0.22407730715382151,0.2237098878089761
220,0.11145058448459087,0.22610971948113287,0.2255295791883094
230,0.11187566418703508,0.22743809355127106,0.22678738473889185
240,0.11235387885228479,0.22837175075485389,0.22843376254479497
250,0.11296493092454835,0.2296166270262976,0.22964075031538203
260,0.11333687566418706,0.23036051650557499,0.2305266629883242
270,0.11389479277364505,0.23147571816541,0.23112139999410752
280,0.11397449521785333,0.23165789518074323,0.2319961079713094
290,0.11453241232731134,0.23271553396420558,0.23276605305709264
300,0.11495749202975558,0.2336896749489736,0.23401125014578922
310,0.11596705632306059,0.23560759408262066,0.23510994213728592
320,0.11615302869287991,0.23611026769900315,0.2360478266348683
330,0.11620616365568547,0.23621653762461417,0.23628711797799867
340,0.11681721572794898,0.23743864176914128,0.2374368330388232
350,0.11705632306057387,0.2379396285613077,0.2378965586658155
360,0.11777364505844846,0.2394198168108901,0.238864811165369
370,0.11809245483528162,0.2400700875461768,0.23943026400168702
380,0.1185441020191286,0.24097338191387077,0.24004071974683777
390,0.11910201912858662,0.24208921613278686,0.24079116268347922
400,0.11958023379383635,0.24304564546328625,0.24151639251773444
410,0.1195536663124336,0.24299251050048068,0.24149362069350333
420,0.11987247608926671,0.24365290218106372,0.24197993861684847
430,0.12053666312433581,0.24498127625120186,0.24268710026577625
440,0.12048352816153027,0.2443967916603411,0.24278228948574554
450,0.12112114771519658,0.2456720307676738,0.24377739419777567
460,0.12138682252922423,0.24620928428048514,0.24459382358063012
470,0.12194473963868227,0.24731921461464504,0.24559630511750496
480,0.12229011689691816,0.24848818379636659,0.24611080803487226
490,0.12239638682252924,0.2487007236475887,0.24616873087672547
500,0.1223432518597237,0.24859445372197764,0.246011753384945
