,precision,recall,ndcg
0,0.0006110520722635496,0.0012280080292832688,0.0009221052464068811
10,0.10807651434643996,0.2195173995917885,0.21931229322023574
20,0.11671094580233794,0.23695515577821635,0.237944632858701
30,0.12178533475026566,0.24764561510045036,0.24723700829541329
40,0.12436238044633371,0.2528266956800432,0.25230139883571084
50,0.1264346439957492,0.2568761280636945,0.2569520271488409
60,0.12739107332624866,0.25878983013680146,0.25971193716235014
70,0.12725823591923488,0.258737327733077,0.2584238994176243
80,0.1287194473963868,0.26176602061299203,0.2621275903063847
90,0.12747077577045696,0.25881766273636625,0.26075642564366275
100,0.12555791710945802,0.2552858745340148,0.25776163604792657
110,0.12773645058448457,0.2593713627852841,0.257980109510965
120,0.1272316684378321,0.2583736062614915,0.25858597198673217
130,0.12685972369819343,0.2580923283234654,0.2559776739695125
140,0.1266471838469713,0.25675509842619304,0.25665568344743245
150,0.12683315621679064,0.2575382065684936,0.25655055098410606
160,0.12561105207226356,0.2552363240726684,0.25646602654334855
170,0.12672688629117962,0.2577389386502033,0.25837183857504314
180,0.1254250797024442,0.25518635190526795,0.25639426045940683
190,0.12670031880977684,0.25769697889782905,0.25647500194598394
200,0.12632837407013814,0.25697459642730636,0.25607325408750486
210,0.1247077577045696,0.2536365821567735,0.2552202168464136
220,0.12526567481402762,0.2544821027950677,0.25559323893940583
230,0.1252922422954304,0.2549596849012364,0.2540979856560745
240,0.12574388947927737,0.25594036232984163,0.2549041505848524
250,0.12468119022316684,0.25385080883221156,0.25425367697242185
260,0.12425611052072263,0.253065381306614,0.252081074425222
270,0.12332624867162592,0.2509429347367711,0.2500178267410022
280,0.12619553666312436,0.2568910986286119,0.25273738634202964
290,0.12659404888416578,0.2575485383668168,0.2556326510513124
300,0.12492029755579172,0.25376963041681433,0.25312095770410964
310,0.12566418703506907,0.25591611423173594,0.25535729067075064
320,0.12449521785334752,0.2531961101833578,0.2533821014254535
330,0.12375132837407013,0.2514004858053742,0.2512394745943627
340,0.12529224229543037,0.2547205775686116,0.2532977688316041
350,0.12452178533475027,0.2533028018150229,0.25294024158319234
360,0.12492029755579169,0.2535988394649394,0.25355506663284005
370,0.12523910733262486,0.2543931228176712,0.25290218009947624
380,0.12515940488841656,0.25440577399929154,0.25179326392280804
390,0.12476089266737514,0.2538107467570805,0.25139275657474736
400,0.1264346439957492,0.25729846667678763,0.25605684144878493
410,0.12606269925611052,0.25653707639626877,0.25467663040593147
420,0.12659404888416578,0.25762086095507986,0.25674566868155363
430,0.12654091392136027,0.2575959802978932,0.2557921414177065
440,0.12648777895855473,0.2570262554189228,0.2543565326338403
450,0.12555791710945802,0.2548791390449201,0.2532485975906124
460,0.1256376195536663,0.25493965386367085,0.25520619137755646
470,0.12688629117959618,0.2582392928832886,0.25722048324079094
480,0.12486716259298619,0.2540456370291652,0.2533474253765392
490,0.12585015940488842,0.2560476865205877,0.2532990749708175
500,0.1272316684378321,0.258635907427087,0.25828517104895476
