,precision,recall,ndcg
0,0.0006376195536663124,0.0012885228480340066,0.0009066633334003057
10,0.06230074388947928,0.12725865762528887,0.12824572675120546
20,0.07284803400637618,0.14868617478872528,0.1510407396908236
30,0.08004782146652498,0.16328121046505745,0.16538585403230183
40,0.08653028692879916,0.17626891351652244,0.1767007904565964
50,0.09072794899043571,0.1846678221412547,0.18519112112840957
60,0.09495217853347503,0.19311628122733332,0.1931141954393635
70,0.09731668437832092,0.1978680650439418,0.19874384943832274
80,0.1001594048884166,0.20355350606413306,0.20402465159234873
90,0.10297555791710945,0.20918581212151882,0.20930943448760173
100,0.1054729011689692,0.2141899870114536,0.21432586248607138
110,0.10735919234856535,0.2179625693706459,0.2178313746329387
120,0.10935175345377258,0.2220191707572154,0.22194013363214418
130,0.11105207226354942,0.22599923249498174,0.22491559632100352
140,0.11222104144527097,0.2283371708584249,0.22746563400134315
150,0.113788522848034,0.23147213366395095,0.2298558045681398
160,0.11477151965993627,0.23346089941467202,0.23236283343033506
170,0.11625929861849098,0.23643645733178145,0.23568050188221962
180,0.11729543039319874,0.23850872088119696,0.23806751957553612
190,0.11849096705632305,0.24089979420744567,0.24057515303668392
200,0.11960680127523912,0.24311817890457635,0.24253350099043383
210,0.12058979808714133,0.24508417252838083,0.24419592744421184
220,0.12170563230605738,0.24731584096621298,0.2459446114598484
230,0.12186503719447397,0.24763465074304605,0.24734527765860656
240,0.12271519659936238,0.2493349695528229,0.24848325945352862
250,0.12308714133900107,0.25005608690518366,0.24954954959062298
260,0.1243358129649309,0.25262933724676556,0.25179649938403537
270,0.12486716259298619,0.2537451714656816,0.2532727786552783
280,0.12537194473963867,0.25475473575898655,0.25413471138518506
290,0.12608926673751328,0.25621215188165236,0.2551383805158417
300,0.12688629117959618,0.25780620076581817,0.25684452747337955
310,0.1273113708820404,0.258669011352327,0.25770446375500194
320,0.12723166843783207,0.25850960646391047,0.257884245577056
330,0.12840063761955367,0.26084754482735356,0.25995537101526794
340,0.12874601487778958,0.26153829934382533,0.2608250154945114
350,0.12903825717321998,0.2621227839346862,0.2614944568749153
360,0.12898512221041444,0.26201651400907516,0.2619094662030879
370,0.12930393198724763,0.2626541335627414,0.26247459447255755
380,0.12970244420828908,0.2634511580048243,0.26305222096482384
390,0.12988841657810843,0.2640356425956852,0.26357748320711116
400,0.1301806588735388,0.26454042474233763,0.26441703447429943
410,0.13052603613177471,0.2650983418517956,0.2643051863755048
420,0.13105738575982998,0.26618381323482293,0.2653790312963646
430,0.13063230605738577,0.2653049778182615,0.2648852740530172
440,0.13097768331562168,0.2659957323347334,0.2657014936560001
450,0.1308182784272051,0.26573511799335386,0.26615854664697525
460,0.13121679064824657,0.26644653610647234,0.266700103402833
470,0.1314027630180659,0.2668981832903193,0.26718536127136566
480,0.13137619553666313,0.2668281800853533,0.2670317457727416
490,0.13158873538788524,0.26723048766088087,0.2673695578577633
500,0.132173219978746,0.2683994568426024,0.26846783492447085
