,precision,recall,ndcg
0,0.0006376195536663126,0.0012752391073326253,0.0009687817492589926
10,0.06870350690754518,0.14012385506806335,0.14216613708949521
20,0.07741764080765144,0.1575521228682759,0.16122395556941552
30,0.08259829968119023,0.16838575139584708,0.1700208022877977
40,0.08530818278427206,0.17382828972892742,0.17620782754248293
50,0.08817747077577046,0.17948716326771585,0.1816280196937419
60,0.09091392136025503,0.18496006443668508,0.18636555954968717
70,0.0934643995749203,0.19016349543714048,0.19090929679678675
80,0.09508501594048883,0.19340472816827764,0.19399684066299128
90,0.09657279489904357,0.1963897744716023,0.19710687533999674
100,0.0983528161530287,0.19992704485265592,0.19995735740504963
110,0.10007970244420829,0.20338081743501507,0.20302444806102918
120,0.10167375132837407,0.20656301131859048,0.2059822335990949
130,0.10286928799149841,0.20897095288699966,0.20827857902937225
140,0.10326780021253987,0.20979074945599924,0.20964278703397385
150,0.10398512221041445,0.2112386771924498,0.2110752596617066
160,0.1048087141339001,0.21290863316633782,0.21277247749187184
170,0.10557917109458023,0.21443626334699664,0.21455932364692912
180,0.10661530286928801,0.2165218106371135,0.2161966563033963
190,0.10727948990435707,0.21783690096655028,0.21771594022182783
200,0.10810308182784274,0.21948408481352158,0.21930180306534153
210,0.10834218916046758,0.2199882344010931,0.22016480500215183
220,0.10892667375132839,0.22115720358281465,0.22105210597045868
230,0.10967056323060576,0.2226095592328324,0.22223259682807905
240,0.1098299681190223,0.22294102019128592,0.2229507055393199
250,0.11046758767268863,0.2242162592986185,0.22373145467769193
260,0.11075982996811902,0.22480074388947927,0.2239594194188189
270,0.11075982996811902,0.22480074388947927,0.22382266485707553
280,0.11131774707757704,0.22591657810839536,0.2250359057889671
290,0.11142401700318808,0.22612911795961743,0.2255680512410218
300,0.11155685441020191,0.22639479277364508,0.22505998192783302
310,0.11200850159404888,0.22684264460300593,0.2262126072959762
320,0.1119819341126461,0.22678950964020042,0.22615829503286727
330,0.11261955366631246,0.22796227417640808,0.22727133891704562
340,0.11323060573857596,0.22928685289206013,0.22797938375108223
350,0.11280552603613175,0.22841392136025504,0.22765390738139074
360,0.11267268862911795,0.22806854410201913,0.22783473132129548
370,0.11275239107332624,0.2282051768635191,0.22820656578922777
380,0.11291179596174285,0.22852398664035223,0.22846757773899476
390,0.11339001062699257,0.2295445152910616,0.2284150862131646
400,0.11376195536663124,0.23045961742826784,0.22870715508047615
410,0.1137353878852285,0.23025213804969386,0.22834427496428045
420,0.11450584484590862,0.23198281969535953,0.229384017961331
430,0.1147183846971307,0.2324019955130476,0.22958540812158723
440,0.11410733262486716,0.23116302312636003,0.22905339749057413
450,0.11431987247608924,0.23163955096739366,0.2296029748970851
460,0.1145855472901169,0.23217090059544895,0.23014507000843343
470,0.11463868225292242,0.23235096908051214,0.2300891615657117
480,0.11535600425079703,0.23378561307626133,0.23098856289148595
490,0.11556854410201912,0.2339753808005668,0.23093112991630607
500,0.11509032943676939,0.23303581971222784,0.23066871187870241
